GeneratorName=FCCS 3.0,GeneratorVersion=3.0.0,DateCreated=11/14/2014
fuelbed_number,filename,cover_type,ecoregion,overstory_loading,midstory_loading,understory_loading,snags_c1_foliage_loading,snags_c1wo_foliage_loading,snags_c1_wood_loading,snags_c2_loading,snags_c3_loading,shrubs_primary_loading,shrubs_secondary_loading,shrubs_primary_perc_live,shrubs_secondary_perc_live,nw_primary_loading,nw_secondary_loading,nw_primary_perc_live,nw_secondary_perc_live,w_sound_0_quarter_loading,w_sound_quarter_1_loading,w_sound_1_3_loading,w_sound_3_9_loading,w_sound_9_20_loading,w_sound_gt20_loading,w_rotten_3_9_loading,w_rotten_9_20_loading,w_rotten_gt20_loading,w_stump_sound_loading,w_stump_rotten_loading,w_stump_lightered_loading,litter_depth,litter_loading,lichen_depth,lichen_loading,moss_depth,moss_loading,basal_accum_loading,squirrel_midden_loading,ladderfuels_loading,duff_lower_depth,duff_lower_loading,duff_upper_depth,duff_upper_loading,pile_clean_loading,pile_dirty_loading,pile_vdirty_loading,Total_available_fuel_loading,efg_natural,efg_activity
408,FB_0408_LF.xml,20,220.000000,4.802490,1.274130,0.000000,0.000000,0.156687,0.000000,0.076576,0.040841,2.244307,0.000000,80.000000,0.000000,0.140000,0.000000,90.000000,0.000000,0.200000,0.500000,1.000000,1.500000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,1.200000,0.000000,0.000000,0.000000,8.521724,9,9
409,FB_0409_LF.xml,77,220.000000,2.535192,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.476957,0.000000,90.000000,0.000000,0.200000,0.000000,80.000000,0.000000,0.100000,0.200000,0.200000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.575000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,2.000000,0.000000,0.000000,0.000000,3.851958,11,11
410,FB_0410_LF.xml,63,220.000000,2.816285,0.476721,0.000000,0.000000,0.207122,0.000000,0.100060,0.100060,8.495224,0.000000,90.000000,0.000000,0.050000,0.000000,80.000000,0.000000,0.100000,0.500000,0.500000,0.100000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.592500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,21.737844,10,10
411,FB_0411_LF.xml,93,320.000000,1.960200,0.299475,0.000000,0.000000,0.000000,0.000000,0.086276,0.064707,1.800805,0.000000,90.000000,0.000000,0.230000,0.000000,80.000000,0.000000,0.200000,0.400000,0.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.230250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.270000,0.100000,0.120000,0.000000,0.000000,0.000000,4.402038,5,5
412,FB_0412_LF.xml,164,210.000000,0.395307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.740837,0.000000,90.000000,0.000000,0.030000,0.000000,90.000000,0.000000,0.200000,0.700000,0.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.773750,0.500000,0.012500,1.000000,0.225000,0.000000,0.000000,0.000000,0.500000,3.600000,0.500000,1.600000,0.000000,0.000000,0.000000,11.582087,7,7
413,FB_0413_LF.xml,43,220.000000,6.351047,0.000000,0.000000,0.000000,1.609194,0.000000,1.000597,0.500299,0.856508,0.000000,70.000000,0.000000,0.500000,0.000000,60.000000,0.000000,0.200000,0.500000,0.500000,1.000000,0.500000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.465000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,1.920000,0.000000,0.000000,0.000000,10.142405,9,9
414,FB_0414_LF.xml,64,220.000000,3.253932,1.151291,0.000000,0.000000,0.139187,0.000000,0.065806,0.065806,1.390436,0.000000,90.000000,0.000000,0.600000,0.000000,80.000000,0.000000,0.200000,0.400000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.223500,0.500000,0.012500,0.500000,0.037500,0.000000,0.000000,0.000000,0.100000,0.270000,0.100000,0.120000,0.000000,0.000000,0.000000,4.185548,10,10
415,FB_0415_LF.xml,252,230.000000,0.143748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.054479,0.000000,90.000000,0.000000,0.900000,0.010000,85.000000,70.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.920000,1.000000,0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,1.120000,0.000000,0.000000,0.000000,3.029480,13,13
416,FB_0416_LF.xml,64,220.000000,1.470150,0.148191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.819207,0.000000,90.000000,0.000000,0.300000,0.010000,85.000000,70.000000,0.100000,0.100000,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.602000,0.500000,0.012500,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,1.800000,0.200000,0.800000,0.000000,0.000000,0.000000,4.743707,10,10
417,FB_0417_LF.xml,252,220.000000,0.199287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.010000,85.000000,70.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.460000,0.500000,0.050000,1.000000,0.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,1.120000,0.000000,0.000000,0.000000,2.290000,13,13
418,FB_0418_LF.xml,999,220.000000,0.614523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.287919,0.000000,90.000000,0.000000,0.300000,0.000000,85.000000,0.000000,0.100000,0.100000,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.156000,0.500000,0.012500,0.500000,0.037500,0.000000,0.000000,0.000000,0.200000,1.800000,0.200000,0.800000,0.000000,0.000000,0.000000,4.793919,8,8
419,FB_0419_LF.xml,47,320.000000,1.960200,0.326700,0.000000,0.000000,0.000000,0.000000,0.086276,0.064707,1.956740,0.000000,90.000000,0.000000,0.230000,0.000000,80.000000,0.000000,0.200000,0.400000,0.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.232500,0.250000,0.012500,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.270000,0.100000,0.120000,0.000000,0.000000,0.000000,4.572723,9,9
420,FB_0420_LF.xml,228,220.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.577118,0.000000,70.000000,0.000000,1.500000,0.300000,70.000000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500000,3.105000,0.000000,0.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.800000,0.000000,0.000000,0.000000,10.582118,13,13
421,FB_0421_LF.xml,48,230.000000,8.820900,1.960200,0.000000,0.000000,0.176590,0.000000,0.065806,0.065806,0.150000,0.000000,90.000000,0.000000,2.500000,0.000000,80.000000,0.000000,0.200000,0.400000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.226500,0.500000,0.012500,0.500000,0.037500,0.000000,0.000000,0.000000,0.100000,0.900000,0.200000,0.800000,0.000000,0.000000,0.000000,6.158113,9,9
422,FB_0422_LF.xml,228,220.000000,1.764180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500000,0.050000,70.000000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.178000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,6.750000,0.500000,3.000000,0.000000,0.000000,0.000000,13.478001,13,13
423,FB_0423_LF.xml,228,220.000000,1.960200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500000,0.050000,70.000000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.142000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,6.750000,0.500000,3.000000,0.000000,0.000000,0.000000,13.442000,13,13
424,FB_0424_LF.xml,101,230.000000,5.427793,5.717250,0.000000,0.000000,0.309098,0.000000,0.147027,0.130690,2.851758,0.000000,80.000000,0.000000,0.150000,0.000000,80.000000,0.000000,0.200000,0.200000,0.500000,0.500000,0.500000,0.000000,0.500000,0.500000,0.000000,0.000000,0.019603,0.000000,0.500000,0.435000,0.000000,0.000000,1.000000,0.375000,0.000000,0.000000,0.000000,2.000000,17.599998,2.000000,6.400000,0.000000,0.000000,0.000000,31.009077,11,11
425,FB_0425_LF.xml,92,230.000000,9.147599,9.801000,2.940300,0.000000,1.054004,0.000000,0.661619,0.588106,4.828959,0.000000,80.000000,0.000000,0.080000,0.000000,80.000000,0.000000,0.500000,0.500000,1.000000,1.500000,0.500000,0.000000,1.500000,0.500000,0.000000,0.000000,0.000000,0.000000,1.500000,4.417500,0.000000,0.000000,1.000000,0.300000,0.000000,0.000000,3.000000,0.500000,6.750000,1.000000,6.000000,0.047706,0.000000,0.000000,32.673893,9,9
426,FB_0426_LF.xml,85,320.000000,10.291049,0.980100,0.000000,0.000000,0.157677,0.000000,0.043138,0.043138,0.750000,0.000000,90.000000,0.000000,0.300000,0.000000,80.000000,0.000000,0.200000,0.400000,0.800000,0.200000,0.500000,0.000000,0.200000,0.500000,0.000000,0.000000,0.000000,0.000000,0.500000,0.232500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.120000,0.000000,0.000000,0.000000,4.288776,9,9
427,FB_0427_LF.xml,29,220.000000,5.808726,1.390435,0.000000,0.000000,0.000000,0.000000,0.378640,0.378640,1.161771,0.000000,90.000000,0.000000,0.020000,0.000000,85.000000,0.000000,0.400000,1.000000,2.000000,4.000000,2.000000,0.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.913500,0.000000,0.000000,1.000000,1.425000,0.000000,0.000000,0.500000,2.000000,33.000000,2.000000,12.000001,0.000000,0.000000,0.000000,62.177555,10,10
428,FB_0428_LF.xml,296,410.000000,19.882307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.230000,0.000000,70.000000,0.000000,0.300000,0.300000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,6.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.500000,8.100000,1.000000,7.200000,0.000000,0.000000,0.000000,23.430000,13,13
429,FB_0429_LF.xml,55,220.000000,8.167500,4.185517,1.388475,0.000000,4.600579,0.000000,0.000000,0.000000,1.730605,0.000000,75.000000,0.000000,0.110000,0.000000,75.000000,0.000000,0.400000,0.700000,1.400000,1.800000,1.800000,0.000000,0.500000,0.700000,0.000000,0.000000,0.000000,0.000000,1.500000,4.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.400000,0.000000,0.000000,0.000000,20.190605,9,9
430,FB_0430_LF.xml,51,220.000000,11.761200,2.069100,1.481040,0.000000,0.482758,0.000000,0.359398,0.163363,2.500000,0.547426,85.000000,85.000000,0.080000,0.010000,70.000000,75.000000,0.600000,1.200000,1.600000,1.500000,1.800000,0.000000,0.800000,0.800000,0.000000,0.000000,0.114864,0.000000,2.000000,5.270000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.800000,0.824422,0.000000,0.000000,24.969475,9,9
431,FB_0431_LF.xml,83,230.000000,14.007262,0.816750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.373842,0.000000,90.000000,0.000000,0.300000,0.000000,85.000000,0.000000,0.600000,1.000000,1.200000,1.200000,1.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,5.580000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.200000,0.000000,0.000000,0.000000,22.253843,9,9
432,FB_0432_LF.xml,102,410.000000,4.900500,1.715175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.250000,0.000000,90.000000,0.000000,0.050000,0.000000,85.000000,0.000000,0.100000,0.200000,1.500000,1.500000,1.500000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,1.000000,2.790000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.500000,8.100000,0.500000,3.600000,0.000000,0.000000,0.000000,23.630001,9,9
433,FB_0433_LF.xml,63,220.000000,0.797148,0.000000,0.000000,0.000000,0.000000,0.000000,0.006892,0.004595,1.776887,0.000000,90.000000,0.000000,0.600000,0.000000,80.000000,0.000000,0.200000,0.400000,0.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.217500,0.500000,0.012500,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.270000,0.100000,0.120000,0.000000,0.000000,0.000000,4.608373,10,10
434,FB_0434_LF.xml,47,230.000000,6.533999,0.000000,0.000000,0.000000,1.609194,0.000000,0.500299,0.500299,1.317394,0.000000,80.000000,0.000000,0.400000,0.000000,60.000000,0.000000,0.200000,0.500000,0.500000,0.500000,0.200000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.450000,0.000000,0.000000,1.000000,0.225000,0.000000,0.000000,0.000000,0.200000,2.880000,0.200000,1.280000,0.000000,0.000000,0.000000,10.652991,9,9
435,FB_0435_LF.xml,252,230.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.139408,0.000000,85.000000,0.000000,0.900000,0.000000,85.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.920000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,1.120000,0.000000,0.000000,0.000000,3.079408,13,13
436,FB_0436_LF.xml,262,310.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.700000,0.000000,75.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.862500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.562500,13,13
437,FB_0437_LF.xml,999,230.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.700000,0.000000,75.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.805000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.505000,8,8
438,FB_0438_LF.xml,101,410.000000,2.803086,3.634265,0.000000,0.000000,0.309098,0.000000,0.147027,0.130690,1.600000,0.000000,80.000000,0.000000,0.050000,0.000000,80.000000,0.000000,0.200000,0.200000,0.500000,0.500000,0.500000,0.000000,0.500000,0.500000,0.000000,0.000000,0.019603,0.000000,0.500000,0.456000,0.000000,0.000000,1.000000,0.375000,0.000000,0.000000,0.040000,6.000000,52.799999,6.000000,19.199999,0.000000,0.000000,0.000000,77.718315,11,11
439,FB_0439_LF.xml,101,230.000000,0.574992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.205805,0.000000,80.000000,0.000000,1.000000,0.050000,80.000000,80.000000,0.100000,0.160000,0.140000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,1.068750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.900000,0.250000,0.400000,0.000000,0.000000,0.000000,5.224555,11,11
440,FB_0440_LF.xml,101,410.000000,7.357282,3.430350,0.000000,0.000000,1.063220,0.000000,0.735133,0.392071,1.600000,0.000000,80.000000,0.000000,0.050000,0.000000,80.000000,0.000000,0.200000,0.200000,0.500000,0.500000,0.500000,0.000000,0.500000,0.500000,0.000000,0.000000,0.019603,0.000000,0.500000,0.454500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,2.000000,14.400000,2.000000,6.400000,0.000000,0.000000,0.000000,26.991306,11,11
441,FB_0441_LF.xml,60,220.000000,14.803429,3.757050,0.775912,0.000000,6.620661,0.000000,6.299548,2.887293,1.293931,0.000000,90.000000,0.000000,0.400000,0.000000,85.000000,0.000000,0.200000,0.200000,1.500000,1.500000,1.500000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,1.000000,2.790000,0.000000,0.000000,1.000000,0.225000,0.000000,0.000000,0.000000,1.000000,14.400000,1.000000,6.400000,0.098592,0.000000,0.000000,40.694366,9,9
442,FB_0442_LF.xml,999,220.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.100000,0.000000,65.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,9.000000,0.500000,2.000000,0.000000,0.000000,0.000000,14.940001,8,8
443,FB_0443_LF.xml,268,220.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.100000,0.000000,65.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,11.000001,0.500000,2.000000,0.000000,0.000000,0.000000,16.940001,13,13
445,FB_0445_LF.xml,999,220.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.189454,0.000000,85.000000,0.000000,1.300000,0.000000,65.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.500000,0.150000,0.000000,0.000000,0.000000,2.000000,33.000000,1.000000,6.000000,0.000000,0.000000,0.000000,43.639454,8,8
448,FB_0448_LF.xml,90,220.000000,7.677449,3.266999,0.000000,0.000000,3.675664,0.000000,1.722967,1.378374,8.199306,0.000000,80.000000,0.000000,0.110000,0.000000,80.000000,0.000000,0.200000,0.200000,0.500000,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000,0.000000,0.612606,0.000000,0.500000,0.765000,0.000000,0.000000,1.000000,0.225000,0.000000,0.000000,0.300000,1.000000,10.799999,1.000000,4.800000,0.000000,0.000000,0.000000,37.813251,11,11
449,FB_0449_LF.xml,62,220.000000,12.577950,4.900500,0.571725,0.000000,2.534480,0.000000,2.572964,1.029186,1.575670,0.265276,90.000000,90.000000,0.080000,0.000000,85.000000,0.000000,0.100000,0.200000,1.500000,1.500000,1.500000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,1.000000,2.635000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.500000,8.100000,1.000000,7.200000,0.098592,0.000000,0.000000,29.656689,9,9
450,FB_0450_LF.xml,93,320.000000,5.880600,1.143450,0.000000,0.000000,0.000000,0.000000,0.086276,0.064707,1.778892,0.000000,90.000000,0.000000,0.230000,0.000000,80.000000,0.000000,0.300000,0.600000,1.200000,0.400000,0.200000,0.000000,0.200000,0.100000,0.000000,0.000000,0.000000,0.000000,0.500000,0.688500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,4.050000,0.500000,1.800000,0.000000,0.000000,0.000000,11.698376,5,5
451,FB_0451_LF.xml,93,320.000000,5.445000,1.306800,0.000000,0.000000,0.000000,0.000000,0.086276,0.064707,1.800000,0.000000,90.000000,0.000000,0.230000,0.000000,80.000000,0.000000,0.300000,0.600000,1.200000,0.400000,0.200000,0.000000,0.200000,0.100000,0.000000,0.000000,0.000000,0.000000,0.500000,0.695250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,4.050000,0.500000,1.800000,0.000000,0.000000,0.000000,11.726233,5,5
453,FB_0453_LF.xml,228,220.000000,1.129075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.356877,0.000000,70.000000,0.000000,1.500000,0.300000,70.000000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.106000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.262877,13,13
454,FB_0454_LF.xml,21,220.000000,5.227199,5.989500,1.677060,0.000000,2.470688,0.000000,0.668199,0.534559,3.729452,0.000000,95.000000,0.000000,0.100000,0.000000,95.000000,0.000000,0.400000,0.500000,1.000000,1.000000,2.000000,0.000000,0.500000,1.000000,0.000000,0.000000,2.042019,0.000000,1.000000,2.945000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.500000,7.650000,0.500000,3.400000,0.000000,0.000000,0.000000,30.469233,9,9
455,FB_0455_LF.xml,30,220.000000,8.993235,1.073210,0.519453,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,75.000000,0.000000,0.200000,0.000000,75.000000,0.000000,0.500000,0.500000,1.000000,1.000000,1.500000,0.000000,2.500000,3.000000,0.000000,0.000000,0.539221,0.000000,0.800000,1.809000,0.500000,0.012500,1.000000,0.300000,0.014258,0.000000,0.000000,0.500000,7.650000,0.500000,3.400000,0.000000,0.000000,0.000000,24.324980,10,10
456,FB_0456_LF.xml,999,230.000000,7.187400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.982032,0.000000,70.000000,0.000000,0.300000,0.000000,70.000000,0.000000,0.500000,1.000000,3.000000,3.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.790000,0.000000,0.000000,1.300000,0.390000,0.000000,0.000000,0.000000,0.500000,7.650000,0.500000,3.400000,0.000000,0.000000,0.000000,24.012032,8,8
457,FB_0457_LF.xml,102,410.000000,3.049200,3.675375,0.000000,0.000000,0.000000,0.000000,0.653451,0.653451,3.960000,0.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,1.500000,1.000000,0.000000,1.500000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.465000,0.000000,0.000000,1.000000,1.050000,0.000000,0.000000,0.040000,2.000000,30.800001,2.000000,11.200001,0.000000,0.000000,0.000000,58.821907,9,9
458,FB_0458_LF.xml,999,310.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.331075,0.000000,80.000000,0.000000,0.150000,0.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.057200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.538275,8,8
1201,FB_1201_AG.xml,999,220.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.747500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.227500,8,8
1202,FB_1202_AG.xml,999,220.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.690000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.747500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.437500,8,8
1203,FB_1203_AG.xml,999,260.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.747500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.227500,8,8
1205,FB_1205_AG.xml,999,220.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.747500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.917500,8,8
1223,FB_1223_AG.xml,999,220.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.747500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.917500,8,8
1225,FB_1225_AG.xml,999,220.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.170000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.747500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.917500,8,8
